date,county,fips,new_cases,new_deaths
2021-04-12,Ada,16001.0,224.0,1.0
2021-04-13,Ada,16001.0,95.0,1.0
2021-04-14,Ada,16001.0,73.0,2.0
2021-04-15,Ada,16001.0,83.0,0.0
2021-04-16,Ada,16001.0,98.0,0.0
2021-04-17,Ada,16001.0,0.0,0.0
2021-04-18,Ada,16001.0,0.0,0.0
2021-04-19,Ada,16001.0,171.0,1.0
2021-04-20,Ada,16001.0,71.0,0.0
2021-04-21,Ada,16001.0,89.0,1.0
2021-04-22,Ada,16001.0,69.0,0.0
2021-04-23,Ada,16001.0,99.0,0.0
2021-04-24,Ada,16001.0,0.0,0.0
2021-04-25,Ada,16001.0,0.0,0.0
2021-04-26,Ada,16001.0,207.0,2.0
2021-04-27,Ada,16001.0,81.0,2.0
2021-04-28,Ada,16001.0,67.0,1.0
2021-04-29,Ada,16001.0,86.0,0.0
2021-04-30,Ada,16001.0,53.0,0.0
2021-05-01,Ada,16001.0,0.0,0.0
2021-05-02,Ada,16001.0,0.0,0.0
2021-05-03,Ada,16001.0,123.0,0.0
2021-05-04,Ada,16001.0,51.0,0.0
2021-05-05,Ada,16001.0,56.0,0.0
2021-05-06,Ada,16001.0,31.0,0.0
2021-05-07,Ada,16001.0,46.0,2.0
2021-05-08,Ada,16001.0,0.0,0.0
2021-05-09,Ada,16001.0,0.0,0.0
2021-05-10,Ada,16001.0,108.0,0.0
2021-05-11,Ada,16001.0,65.0,0.0
2021-05-12,Ada,16001.0,54.0,3.0
2021-05-13,Ada,16001.0,45.0,0.0
2021-05-14,Ada,16001.0,61.0,0.0
2021-05-15,Ada,16001.0,0.0,0.0
2021-05-16,Ada,16001.0,0.0,0.0
2021-05-17,Ada,16001.0,104.0,0.0
2021-05-18,Ada,16001.0,32.0,2.0
2021-05-19,Ada,16001.0,83.0,0.0
2021-05-20,Ada,16001.0,50.0,1.0
2021-05-21,Ada,16001.0,40.0,0.0
2021-05-22,Ada,16001.0,0.0,0.0
2021-05-23,Ada,16001.0,0.0,0.0
2021-05-24,Ada,16001.0,85.0,0.0
2021-05-25,Ada,16001.0,37.0,0.0
2021-05-26,Ada,16001.0,38.0,0.0
2021-05-27,Ada,16001.0,32.0,2.0
2021-05-28,Ada,16001.0,49.0,0.0
2021-05-29,Ada,16001.0,0.0,0.0
2021-05-30,Ada,16001.0,0.0,0.0
2021-05-31,Ada,16001.0,0.0,0.0
2021-06-01,Ada,16001.0,75.0,0.0
2021-06-02,Ada,16001.0,62.0,0.0
2021-06-03,Ada,16001.0,27.0,3.0
2021-06-04,Ada,16001.0,47.0,0.0
2021-06-05,Ada,16001.0,0.0,0.0
2021-06-06,Ada,16001.0,0.0,0.0
2021-06-07,Ada,16001.0,62.0,0.0
2021-06-08,Ada,16001.0,38.0,-1.0
2021-06-09,Ada,16001.0,33.0,4.0
2021-06-10,Ada,16001.0,34.0,0.0
2021-06-11,Ada,16001.0,18.0,0.0
2021-06-12,Ada,16001.0,0.0,0.0
2021-06-13,Ada,16001.0,0.0,0.0
2021-06-14,Ada,16001.0,71.0,0.0
2021-06-15,Ada,16001.0,25.0,0.0
2021-06-16,Ada,16001.0,23.0,2.0
2021-06-17,Ada,16001.0,24.0,0.0
2021-06-18,Ada,16001.0,0.0,0.0
2021-06-19,Ada,16001.0,0.0,0.0
2021-06-20,Ada,16001.0,0.0,0.0
2021-06-21,Ada,16001.0,76.0,0.0
2021-06-22,Ada,16001.0,20.0,3.0
2021-06-23,Ada,16001.0,19.0,0.0
2021-06-24,Ada,16001.0,23.0,0.0
2021-06-25,Ada,16001.0,23.0,0.0
2021-06-26,Ada,16001.0,0.0,0.0
2021-06-27,Ada,16001.0,0.0,0.0
2021-06-28,Ada,16001.0,30.0,0.0
2021-06-29,Ada,16001.0,34.0,0.0
2021-06-30,Ada,16001.0,21.0,1.0
2021-07-01,Ada,16001.0,36.0,2.0
2021-07-02,Ada,16001.0,21.0,0.0
2021-07-03,Ada,16001.0,0.0,0.0
2021-07-04,Ada,16001.0,0.0,0.0
2021-07-05,Ada,16001.0,0.0,0.0
2021-07-06,Ada,16001.0,87.0,0.0
2021-07-07,Ada,16001.0,59.0,0.0
2021-07-08,Ada,16001.0,56.0,1.0
2021-07-09,Ada,16001.0,47.0,1.0
2021-07-10,Ada,16001.0,0.0,0.0
2021-07-11,Ada,16001.0,0.0,0.0
2021-07-12,Ada,16001.0,112.0,0.0
2021-07-13,Ada,16001.0,43.0,0.0
2021-07-14,Ada,16001.0,59.0,0.0
2021-07-15,Ada,16001.0,62.0,0.0
2021-07-16,Ada,16001.0,55.0,0.0
2021-07-17,Ada,16001.0,0.0,0.0
2021-07-18,Ada,16001.0,0.0,0.0
2021-07-19,Ada,16001.0,116.0,1.0
2021-07-20,Ada,16001.0,72.0,1.0
2021-07-21,Ada,16001.0,122.0,0.0
2021-07-22,Ada,16001.0,30.0,1.0
2021-07-23,Ada,16001.0,87.0,0.0
2021-07-24,Ada,16001.0,0.0,0.0
2021-07-25,Ada,16001.0,0.0,0.0
2021-07-26,Ada,16001.0,214.0,0.0
2021-07-27,Ada,16001.0,85.0,0.0
2021-07-28,Ada,16001.0,101.0,0.0
2021-07-29,Ada,16001.0,165.0,0.0
2021-07-30,Ada,16001.0,112.0,2.0
2021-07-31,Ada,16001.0,0.0,0.0
2021-08-01,Ada,16001.0,0.0,0.0
2021-08-02,Ada,16001.0,274.0,0.0
2021-08-03,Ada,16001.0,180.0,0.0
2021-08-04,Ada,16001.0,214.0,1.0
2021-08-05,Ada,16001.0,284.0,0.0
2021-08-06,Ada,16001.0,250.0,1.0
2021-08-07,Ada,16001.0,0.0,0.0
2021-08-08,Ada,16001.0,0.0,0.0
2021-08-09,Ada,16001.0,264.0,1.0
2021-08-10,Ada,16001.0,151.0,1.0
2021-08-11,Ada,16001.0,183.0,0.0
2021-08-12,Ada,16001.0,207.0,0.0
2021-08-13,Ada,16001.0,210.0,0.0
2021-08-14,Ada,16001.0,0.0,0.0
2021-08-15,Ada,16001.0,0.0,0.0
2021-08-16,Ada,16001.0,553.0,0.0
2021-08-17,Ada,16001.0,165.0,0.0
2021-08-18,Ada,16001.0,291.0,2.0
2021-08-19,Ada,16001.0,211.0,0.0
2021-08-20,Ada,16001.0,103.0,0.0
2021-08-21,Ada,16001.0,0.0,0.0
2021-08-22,Ada,16001.0,0.0,0.0
2021-08-23,Ada,16001.0,324.0,5.0
2021-08-24,Ada,16001.0,130.0,2.0
2021-08-25,Ada,16001.0,314.0,3.0
2021-08-26,Ada,16001.0,300.0,1.0
2021-08-27,Ada,16001.0,159.0,5.0
2021-08-28,Ada,16001.0,0.0,0.0
2021-08-29,Ada,16001.0,0.0,0.0
2021-08-30,Ada,16001.0,608.0,3.0
2021-08-31,Ada,16001.0,172.0,2.0
2021-09-01,Ada,16001.0,186.0,3.0
2021-09-02,Ada,16001.0,494.0,3.0
2021-09-03,Ada,16001.0,380.0,0.0
2021-09-04,Ada,16001.0,0.0,0.0
2021-09-05,Ada,16001.0,0.0,0.0
2021-09-06,Ada,16001.0,0.0,0.0
2021-09-07,Ada,16001.0,707.0,7.0
2021-09-08,Ada,16001.0,208.0,1.0
2021-09-09,Ada,16001.0,212.0,4.0
2021-09-10,Ada,16001.0,250.0,5.0
2021-09-11,Ada,16001.0,0.0,0.0
2021-09-12,Ada,16001.0,534.0,8.0
2021-09-13,Ada,16001.0,405.0,1.0
2021-09-14,Ada,16001.0,410.0,1.0
2021-09-15,Ada,16001.0,390.0,8.0
2021-09-16,Ada,16001.0,339.0,6.0
2021-09-17,Ada,16001.0,363.0,2.0
2021-09-18,Ada,16001.0,321.0,12.0
2021-09-19,Ada,16001.0,203.0,0.0
2021-09-20,Ada,16001.0,338.0,1.0
2021-09-21,Ada,16001.0,528.0,3.0
2021-09-22,Ada,16001.0,467.0,4.0
2021-09-23,Ada,16001.0,445.0,5.0
2021-09-24,Ada,16001.0,579.0,7.0
2021-09-25,Ada,16001.0,409.0,0.0
2021-09-26,Ada,16001.0,320.0,0.0
2021-09-27,Ada,16001.0,247.0,0.0
2021-09-28,Ada,16001.0,363.0,5.0
2021-09-29,Ada,16001.0,586.0,13.0
2021-09-30,Ada,16001.0,651.0,8.0
2021-10-01,Ada,16001.0,674.0,21.0
2021-10-02,Ada,16001.0,363.0,4.0
2021-10-03,Ada,16001.0,257.0,0.0
2021-10-04,Ada,16001.0,253.0,0.0
2021-10-05,Ada,16001.0,405.0,6.0
2021-10-06,Ada,16001.0,414.0,5.0
2021-10-07,Ada,16001.0,387.0,9.0
2021-10-08,Ada,16001.0,562.0,15.0
2021-10-09,Ada,16001.0,247.0,2.0
2021-10-10,Ada,16001.0,127.0,0.0
2021-10-11,Ada,16001.0,0.0,0.0
2021-10-12,Ada,16001.0,669.0,9.0
2021-10-13,Ada,16001.0,645.0,10.0
2021-10-14,Ada,16001.0,649.0,4.0
2021-10-15,Ada,16001.0,397.0,6.0
2021-10-16,Ada,16001.0,175.0,3.0
2021-10-17,Ada,16001.0,78.0,0.0
2021-10-18,Ada,16001.0,267.0,3.0
2021-10-19,Ada,16001.0,401.0,1.0
2021-10-20,Ada,16001.0,452.0,12.0
2021-10-21,Ada,16001.0,385.0,7.0
2021-10-22,Ada,16001.0,313.0,8.0
2021-10-23,Ada,16001.0,245.0,4.0
2021-10-24,Ada,16001.0,117.0,0.0
2021-10-25,Ada,16001.0,167.0,0.0
2021-10-26,Ada,16001.0,297.0,7.0
2021-10-27,Ada,16001.0,298.0,5.0
2021-10-28,Ada,16001.0,226.0,2.0
2021-10-29,Ada,16001.0,404.0,3.0
2021-10-30,Ada,16001.0,148.0,4.0
2021-10-31,Ada,16001.0,52.0,0.0
2021-11-01,Ada,16001.0,233.0,0.0
2021-11-02,Ada,16001.0,213.0,3.0
2021-11-03,Ada,16001.0,428.0,2.0
2021-11-04,Ada,16001.0,199.0,4.0
2021-11-05,Ada,16001.0,181.0,4.0
2021-11-06,Ada,16001.0,141.0,2.0
2021-11-07,Ada,16001.0,0.0,0.0
2021-11-08,Ada,16001.0,210.0,3.0
2021-11-09,Ada,16001.0,139.0,0.0
2021-11-10,Ada,16001.0,234.0,2.0
2021-11-11,Ada,16001.0,0.0,0.0
2021-11-12,Ada,16001.0,0.0,0.0
2021-11-13,Ada,16001.0,172.0,4.0
2021-11-14,Ada,16001.0,157.0,2.0
2021-11-15,Ada,16001.0,133.0,0.0
2021-11-16,Ada,16001.0,128.0,4.0
2021-11-17,Ada,16001.0,217.0,4.0
2021-11-18,Ada,16001.0,183.0,5.0
2021-11-19,Ada,16001.0,0.0,0.0
2021-11-20,Ada,16001.0,228.0,3.0
2021-11-21,Ada,16001.0,0.0,0.0
2021-11-22,Ada,16001.0,143.0,3.0
2021-11-23,Ada,16001.0,135.0,3.0
2021-11-24,Ada,16001.0,147.0,1.0
2021-11-25,Ada,16001.0,0.0,0.0
2021-11-26,Ada,16001.0,141.0,0.0
2021-11-27,Ada,16001.0,112.0,7.0
2021-11-28,Ada,16001.0,0.0,0.0
2021-11-29,Ada,16001.0,105.0,0.0
2021-11-30,Ada,16001.0,142.0,2.0
2021-12-01,Ada,16001.0,187.0,3.0
2021-12-02,Ada,16001.0,151.0,0.0
2021-12-03,Ada,16001.0,0.0,0.0
2021-12-04,Ada,16001.0,192.0,2.0
2021-12-05,Ada,16001.0,0.0,0.0
2021-12-06,Ada,16001.0,139.0,0.0
2021-12-07,Ada,16001.0,154.0,4.0
2021-12-08,Ada,16001.0,217.0,0.0
2021-12-09,Ada,16001.0,139.0,1.0
2021-12-10,Ada,16001.0,81.0,2.0
2021-12-11,Ada,16001.0,51.0,0.0
2021-12-12,Ada,16001.0,0.0,0.0
2021-12-13,Ada,16001.0,197.0,0.0
2021-12-14,Ada,16001.0,86.0,2.0
2021-12-15,Ada,16001.0,116.0,1.0
2021-12-16,Ada,16001.0,87.0,1.0
2021-12-17,Ada,16001.0,141.0,3.0
2021-12-18,Ada,16001.0,40.0,0.0
2021-12-19,Ada,16001.0,0.0,0.0
2021-12-20,Ada,16001.0,154.0,0.0
2021-12-21,Ada,16001.0,137.0,1.0
2021-12-22,Ada,16001.0,78.0,4.0
2021-12-23,Ada,16001.0,117.0,0.0
2021-12-24,Ada,16001.0,0.0,0.0
2021-12-25,Ada,16001.0,0.0,0.0
2021-12-26,Ada,16001.0,0.0,0.0
2021-12-27,Ada,16001.0,437.0,2.0
2021-12-28,Ada,16001.0,394.0,2.0
2021-12-29,Ada,16001.0,207.0,2.0
2021-12-30,Ada,16001.0,320.0,0.0
2021-12-31,Ada,16001.0,0.0,0.0
2022-01-01,Ada,16001.0,0.0,0.0
2022-01-02,Ada,16001.0,0.0,0.0
2022-01-03,Ada,16001.0,503.0,0.0
2022-01-04,Ada,16001.0,423.0,3.0
2022-01-05,Ada,16001.0,479.0,2.0
2022-01-06,Ada,16001.0,462.0,2.0
2022-01-07,Ada,16001.0,129.0,5.0
2022-01-08,Ada,16001.0,128.0,2.0
2022-01-09,Ada,16001.0,0.0,0.0
2022-01-10,Ada,16001.0,341.0,0.0
2022-01-11,Ada,16001.0,417.0,3.0
2022-01-12,Ada,16001.0,581.0,4.0
2022-01-13,Ada,16001.0,512.0,0.0
2022-01-14,Ada,16001.0,769.0,2.0
2022-01-15,Ada,16001.0,415.0,1.0
2022-01-16,Ada,16001.0,0.0,0.0
2022-01-17,Ada,16001.0,0.0,0.0
2022-01-18,Ada,16001.0,1163.0,2.0
2022-01-19,Ada,16001.0,1072.0,4.0
2022-01-20,Ada,16001.0,719.0,8.0
2022-01-21,Ada,16001.0,824.0,2.0
2022-01-22,Ada,16001.0,934.0,-1.0
2022-01-23,Ada,16001.0,0.0,0.0
2022-01-24,Ada,16001.0,932.0,4.0
2022-01-25,Ada,16001.0,716.0,4.0
2022-01-26,Ada,16001.0,1134.0,2.0
2022-01-27,Ada,16001.0,1263.0,1.0
2022-01-28,Ada,16001.0,0.0,0.0
2022-01-29,Ada,16001.0,2001.0,6.0
2022-01-30,Ada,16001.0,0.0,0.0
2022-01-31,Ada,16001.0,720.0,4.0
2022-02-01,Ada,16001.0,502.0,2.0
2022-02-02,Ada,16001.0,868.0,4.0
2022-02-03,Ada,16001.0,907.0,0.0
2022-02-04,Ada,16001.0,1058.0,3.0
2022-02-05,Ada,16001.0,693.0,0.0
2022-02-06,Ada,16001.0,0.0,0.0
2022-02-07,Ada,16001.0,570.0,5.0
2022-02-08,Ada,16001.0,901.0,0.0
2022-02-09,Ada,16001.0,1064.0,12.0
2022-02-10,Ada,16001.0,893.0,0.0
2022-02-11,Ada,16001.0,674.0,5.0
2022-02-12,Ada,16001.0,562.0,0.0
2022-02-13,Ada,16001.0,0.0,0.0
2022-02-14,Ada,16001.0,552.0,5.0
2022-02-15,Ada,16001.0,1100.0,5.0
2022-02-16,Ada,16001.0,1160.0,3.0
2022-02-17,Ada,16001.0,911.0,1.0
2022-02-18,Ada,16001.0,1232.0,7.0
2022-02-19,Ada,16001.0,666.0,-1.0
2022-02-20,Ada,16001.0,0.0,0.0
2022-02-21,Ada,16001.0,0.0,0.0
2022-02-22,Ada,16001.0,1374.0,4.0
2022-02-23,Ada,16001.0,1434.0,3.0
2022-02-24,Ada,16001.0,1451.0,1.0
2022-02-25,Ada,16001.0,1223.0,1.0
2022-02-26,Ada,16001.0,0.0,0.0
2022-02-27,Ada,16001.0,0.0,0.0
2022-02-28,Ada,16001.0,1445.0,4.0
2022-03-01,Ada,16001.0,801.0,0.0
2022-03-02,Ada,16001.0,734.0,0.0
2022-03-03,Ada,16001.0,595.0,0.0
2022-03-04,Ada,16001.0,882.0,3.0
2022-03-05,Ada,16001.0,0.0,0.0
2022-03-06,Ada,16001.0,0.0,0.0
2022-03-07,Ada,16001.0,910.0,0.0
2022-03-08,Ada,16001.0,358.0,0.0
2022-03-09,Ada,16001.0,262.0,3.0
2022-03-10,Ada,16001.0,258.0,1.0
2022-03-11,Ada,16001.0,88.0,1.0
2022-03-12,Ada,16001.0,0.0,0.0
2022-03-13,Ada,16001.0,0.0,0.0
2022-03-14,Ada,16001.0,60.0,0.0
2022-03-15,Ada,16001.0,114.0,0.0
2022-03-16,Ada,16001.0,143.0,1.0
2022-03-17,Ada,16001.0,181.0,2.0
2022-03-18,Ada,16001.0,111.0,0.0
2022-03-19,Ada,16001.0,0.0,0.0
2022-03-20,Ada,16001.0,0.0,0.0
2022-03-21,Ada,16001.0,128.0,0.0
2022-03-22,Ada,16001.0,109.0,6.0
2022-03-23,Ada,16001.0,65.0,0.0
2022-03-24,Ada,16001.0,45.0,1.0
2022-03-25,Ada,16001.0,33.0,0.0
2022-03-26,Ada,16001.0,0.0,0.0
2022-03-27,Ada,16001.0,0.0,0.0
2022-03-28,Ada,16001.0,51.0,1.0
2022-03-29,Ada,16001.0,91.0,0.0
2022-03-30,Ada,16001.0,107.0,1.0
2022-03-31,Ada,16001.0,45.0,0.0
2022-04-01,Ada,16001.0,180.0,3.0
2022-04-02,Ada,16001.0,0.0,0.0
2022-04-03,Ada,16001.0,0.0,0.0
2022-04-04,Ada,16001.0,178.0,0.0
2022-04-05,Ada,16001.0,65.0,1.0
2022-04-06,Ada,16001.0,31.0,0.0
2022-04-07,Ada,16001.0,24.0,0.0
2022-04-08,Ada,16001.0,20.0,2.0
2022-04-09,Ada,16001.0,0.0,0.0
2022-04-10,Ada,16001.0,0.0,0.0
2022-04-11,Ada,16001.0,43.0,0.0
2022-04-12,Ada,16001.0,48.0,1.0
2022-04-13,Ada,16001.0,20.0,0.0
2022-04-14,Ada,16001.0,29.0,0.0
2022-04-15,Ada,16001.0,18.0,1.0
2022-04-16,Ada,16001.0,0.0,0.0
2022-04-17,Ada,16001.0,0.0,0.0
2022-04-18,Ada,16001.0,77.0,0.0
2022-04-19,Ada,16001.0,0.0,0.0
2022-04-20,Ada,16001.0,78.0,2.0
2022-04-21,Ada,16001.0,0.0,0.0
2022-04-22,Ada,16001.0,73.0,0.0
2022-04-23,Ada,16001.0,0.0,0.0
2022-04-24,Ada,16001.0,0.0,0.0
2022-04-25,Ada,16001.0,53.0,0.0
2022-04-26,Ada,16001.0,0.0,0.0
2022-04-27,Ada,16001.0,70.0,1.0
2022-04-28,Ada,16001.0,0.0,0.0
2022-04-29,Ada,16001.0,84.0,0.0
2022-04-30,Ada,16001.0,0.0,0.0
2022-05-01,Ada,16001.0,0.0,0.0
2022-05-02,Ada,16001.0,102.0,0.0
2022-05-03,Ada,16001.0,0.0,0.0
2022-05-04,Ada,16001.0,135.0,1.0
2022-05-05,Ada,16001.0,0.0,0.0
2022-05-06,Ada,16001.0,149.0,0.0
2022-05-07,Ada,16001.0,0.0,0.0
2022-05-08,Ada,16001.0,0.0,0.0
2022-05-09,Ada,16001.0,164.0,0.0
2022-05-10,Ada,16001.0,0.0,0.0
2022-05-11,Ada,16001.0,170.0,0.0
2022-05-12,Ada,16001.0,0.0,0.0
2022-05-13,Ada,16001.0,175.0,1.0
